Schuljahr,Stufe,Schulgemeinde,Geschlecht,Nationalitaet,Anzahl
2016/2017,Primar Unterstufe,Bussnang-Rothenhausen PSG,weiblich,Schweiz,11
2016/2017,Primar Unterstufe,Diessenhofen VSG,männlich,Ausland,37
2016/2017,Primar Unterstufe,Diessenhofen VSG,männlich,Schweiz,78
2016/2017,Primar Unterstufe,Diessenhofen VSG,weiblich,Ausland,27
2016/2017,Primar Unterstufe,Diessenhofen VSG,weiblich,Schweiz,73
2016/2017,Primar Unterstufe,Dozwil-Kesswil PSG,männlich,Ausland,4
2016/2017,Primar Unterstufe,Dozwil-Kesswil PSG,männlich,Schweiz,33
2016/2017,Primar Unterstufe,Dozwil-Kesswil PSG,weiblich,Ausland,9
2016/2017,Primar Unterstufe,Dozwil-Kesswil PSG,weiblich,Schweiz,18
2016/2017,Primar Unterstufe,Egnach VSG,männlich,Ausland,6
2016/2017,Primar Unterstufe,Egnach VSG,männlich,Schweiz,69
2016/2017,Primar Unterstufe,Egnach VSG,weiblich,Ausland,9
2016/2017,Primar Unterstufe,Egnach VSG,weiblich,Schweiz,71
2016/2017,Primar Unterstufe,Erlen VSG,männlich,Ausland,24
2016/2017,Primar Unterstufe,Erlen VSG,männlich,Schweiz,58
2016/2017,Primar Unterstufe,Erlen VSG,weiblich,Ausland,17
2016/2017,Primar Unterstufe,Erlen VSG,weiblich,Schweiz,44
2016/2017,Primar Unterstufe,Ermatingen PSG,männlich,Ausland,12
2016/2017,Primar Unterstufe,Ermatingen PSG,männlich,Schweiz,34
2016/2017,Primar Unterstufe,Ermatingen PSG,weiblich,Ausland,8
2016/2017,Primar Unterstufe,Ermatingen PSG,weiblich,Schweiz,34
2016/2017,Primar Unterstufe,Eschenz PSG,männlich,Ausland,2
2016/2017,Primar Unterstufe,Eschenz PSG,männlich,Schweiz,28
2016/2017,Primar Unterstufe,Eschenz PSG,weiblich,Ausland,5
2016/2017,Primar Unterstufe,Eschenz PSG,weiblich,Schweiz,15
2016/2017,Primar Unterstufe,Eschlikon VSG,männlich,Ausland,14
2016/2017,Primar Unterstufe,Eschlikon VSG,männlich,Schweiz,50
2016/2017,Primar Unterstufe,Eschlikon VSG,weiblich,Ausland,7
2016/2017,Primar Unterstufe,Eschlikon VSG,weiblich,Schweiz,55
2016/2017,Primar Unterstufe,Felben-Wellhausen PSG,männlich,Ausland,6
2016/2017,Primar Unterstufe,Felben-Wellhausen PSG,männlich,Schweiz,45
2016/2017,Primar Unterstufe,Felben-Wellhausen PSG,weiblich,Ausland,7
2016/2017,Primar Unterstufe,Felben-Wellhausen PSG,weiblich,Schweiz,26
2016/2017,Primar Unterstufe,Fischingen VSG,männlich,Ausland,3
2016/2017,Primar Unterstufe,Fischingen VSG,männlich,Schweiz,36
2016/2017,Primar Unterstufe,Fischingen VSG,weiblich,Ausland,5
2016/2017,Primar Unterstufe,Fischingen VSG,weiblich,Schweiz,26
2016/2017,Primar Unterstufe,Frasnacht PSG,männlich,Ausland,6
2016/2017,Primar Unterstufe,Frasnacht PSG,männlich,Schweiz,23
2016/2017,Primar Unterstufe,Frasnacht PSG,weiblich,Ausland,4
2016/2017,Primar Unterstufe,Frasnacht PSG,weiblich,Schweiz,22
2016/2017,Primar Unterstufe,Frauenfeld PSG,männlich,Ausland,90
2016/2017,Primar Unterstufe,Frauenfeld PSG,männlich,Schweiz,254
2016/2017,Primar Unterstufe,Frauenfeld PSG,weiblich,Ausland,103
2016/2017,Primar Unterstufe,Frauenfeld PSG,weiblich,Schweiz,285
2016/2017,Primar Unterstufe,Freidorf-Watt PSG,männlich,Ausland,3
2016/2017,Primar Unterstufe,Freidorf-Watt PSG,männlich,Schweiz,27
2016/2017,Primar Unterstufe,Freidorf-Watt PSG,weiblich,Ausland,2
2016/2017,Primar Unterstufe,Freidorf-Watt PSG,weiblich,Schweiz,18
2016/2017,Primar Unterstufe,Gachnang PSG,männlich,Ausland,4
2016/2017,Primar Unterstufe,Gachnang PSG,männlich,Schweiz,59
2016/2017,Primar Unterstufe,Gachnang PSG,weiblich,Ausland,13
2016/2017,Primar Unterstufe,Gachnang PSG,weiblich,Schweiz,55
2016/2017,Primar Unterstufe,Götighofen PSG,männlich,Ausland,2
2016/2017,Primar Unterstufe,Götighofen PSG,männlich,Schweiz,11
2016/2017,Primar Unterstufe,Götighofen PSG,weiblich,Schweiz,4
2016/2017,Primar Unterstufe,Güttingen PSG,männlich,Ausland,4
2016/2017,Primar Unterstufe,Güttingen PSG,männlich,Schweiz,26
2016/2017,Primar Unterstufe,Güttingen PSG,weiblich,Ausland,4
2016/2017,Primar Unterstufe,Güttingen PSG,weiblich,Schweiz,24
2016/2017,Primar Unterstufe,Herdern-Dettighofen PSG,männlich,Ausland,2
2016/2017,Primar Unterstufe,Herdern-Dettighofen PSG,männlich,Schweiz,20
2016/2017,Primar Unterstufe,Herdern-Dettighofen PSG,weiblich,Schweiz,23
2016/2017,Primar Unterstufe,Homburg PSG,männlich,Ausland,2
2016/2017,Primar Unterstufe,Homburg PSG,männlich,Schweiz,16
2016/2017,Primar Unterstufe,Homburg PSG,weiblich,Ausland,3
2016/2017,Primar Unterstufe,Homburg PSG,weiblich,Schweiz,28
2016/2017,Primar Unterstufe,Horn VSG,männlich,Ausland,4
2016/2017,Primar Unterstufe,Horn VSG,männlich,Schweiz,26
2016/2017,Primar Unterstufe,Horn VSG,weiblich,Ausland,6
2016/2017,Primar Unterstufe,Horn VSG,weiblich,Schweiz,23
2016/2017,Primar Unterstufe,Hüttlingen PSG,männlich,Ausland,2
2016/2017,Primar Unterstufe,Hüttlingen PSG,männlich,Schweiz,14
2016/2017,Primar Unterstufe,Hüttlingen PSG,weiblich,Schweiz,9
2016/2017,Primar Unterstufe,Hüttwilen PSG,männlich,Ausland,1
2016/2017,Primar Unterstufe,Hüttwilen PSG,männlich,Schweiz,21
2016/2017,Primar Unterstufe,Hüttwilen PSG,weiblich,Ausland,1
2016/2017,Primar Unterstufe,Hüttwilen PSG,weiblich,Schweiz,25
2016/2017,Primar Unterstufe,Kemmental VSG,männlich,Ausland,8
2016/2017,Primar Unterstufe,Kemmental VSG,männlich,Schweiz,31
2016/2017,Primar Unterstufe,Kemmental VSG,weiblich,Ausland,5
2016/2017,Primar Unterstufe,Kemmental VSG,weiblich,Schweiz,33
2016/2017,Primar Unterstufe,Kreuzlingen PSG,männlich,Ausland,158
2016/2017,Primar Unterstufe,Kreuzlingen PSG,männlich,Schweiz,102
2016/2017,Primar Unterstufe,Kreuzlingen PSG,weiblich,Ausland,146
2016/2017,Primar Unterstufe,Kreuzlingen PSG,weiblich,Schweiz,93
2016/2017,Primar Unterstufe,Kt. St. Gallen,männlich,Schweiz,2
2016/2017,Primar Unterstufe,Kt. St. Gallen,weiblich,Schweiz,2
2016/2017,Primar Unterstufe,Kt. Zürich,weiblich,Schweiz,1
2016/2017,Primar Unterstufe,Langrickenbach PSG,männlich,Ausland,1
2016/2017,Primar Unterstufe,Langrickenbach PSG,männlich,Schweiz,18
2016/2017,Primar Unterstufe,Langrickenbach PSG,weiblich,Ausland,3
2016/2017,Primar Unterstufe,Langrickenbach PSG,weiblich,Schweiz,20
2016/2017,Primar Unterstufe,Lauchetal PSG,männlich,Ausland,4
2016/2017,Primar Unterstufe,Lauchetal PSG,männlich,Schweiz,25
2016/2017,Primar Unterstufe,Lauchetal PSG,weiblich,Ausland,5
2016/2017,Primar Unterstufe,Lauchetal PSG,weiblich,Schweiz,26
2016/2017,Primar Unterstufe,Lommis PSG,männlich,Ausland,5
2016/2017,Primar Unterstufe,Lommis PSG,männlich,Schweiz,18
2016/2017,Primar Unterstufe,Lommis PSG,weiblich,Ausland,2
2016/2017,Primar Unterstufe,Lommis PSG,weiblich,Schweiz,19
2016/2017,Primar Unterstufe,Mammern PG,männlich,Ausland,3
2016/2017,Primar Unterstufe,Mammern PG,männlich,Schweiz,12
2016/2017,Primar Unterstufe,Mammern PG,weiblich,Ausland,3
2016/2017,Primar Unterstufe,Mammern PG,weiblich,Schweiz,8
2016/2017,Primar Unterstufe,Märstetten PSG,männlich,Ausland,2
2016/2017,Primar Unterstufe,Märstetten PSG,männlich,Schweiz,31
2016/2017,Primar Unterstufe,Märstetten PSG,weiblich,Ausland,7
2016/2017,Primar Unterstufe,Märstetten PSG,weiblich,Schweiz,29
2016/2017,Primar Unterstufe,Matzingen PSG,männlich,Ausland,12
2016/2017,Primar Unterstufe,Matzingen PSG,männlich,Schweiz,30
2016/2017,Primar Unterstufe,Matzingen PSG,weiblich,Ausland,14
2016/2017,Primar Unterstufe,Matzingen PSG,weiblich,Schweiz,24
2016/2017,Primar Unterstufe,Müllheim PSG,männlich,Ausland,6
2016/2017,Primar Unterstufe,Müllheim PSG,männlich,Schweiz,55
2016/2017,Primar Unterstufe,Müllheim PSG,weiblich,Ausland,6
2016/2017,Primar Unterstufe,Müllheim PSG,weiblich,Schweiz,43
2016/2017,Primar Unterstufe,Münchwilen VSG,männlich,Ausland,10
2016/2017,Primar Unterstufe,Münchwilen VSG,männlich,Schweiz,69
2016/2017,Primar Unterstufe,Münchwilen VSG,weiblich,Ausland,17
2016/2017,Primar Unterstufe,Münchwilen VSG,weiblich,Schweiz,69
2016/2017,Primar Unterstufe,Münsterlingen PSG,männlich,Ausland,23
2016/2017,Primar Unterstufe,Münsterlingen PSG,männlich,Schweiz,26
2016/2017,Primar Unterstufe,Münsterlingen PSG,weiblich,Ausland,10
2016/2017,Primar Unterstufe,Münsterlingen PSG,weiblich,Schweiz,28
2016/2017,Primar Unterstufe,Neunforn PSG,männlich,Ausland,1
2016/2017,Primar Unterstufe,Neunforn PSG,männlich,Schweiz,12
2016/2017,Primar Unterstufe,Neunforn PSG,weiblich,Schweiz,14
2016/2017,Primar Unterstufe,Nollen VSG,männlich,Ausland,5
2016/2017,Primar Unterstufe,Nollen VSG,männlich,Schweiz,66
2016/2017,Primar Unterstufe,Nollen VSG,weiblich,Ausland,2
2016/2017,Primar Unterstufe,Nollen VSG,weiblich,Schweiz,58
2016/2017,Primar Unterstufe,Nussbaumen PSG,männlich,Ausland,1
2016/2017,Primar Unterstufe,Nussbaumen PSG,männlich,Schweiz,11
2016/2017,Primar Unterstufe,Nussbaumen PSG,weiblich,Ausland,1
2016/2017,Primar Unterstufe,Nussbaumen PSG,weiblich,Schweiz,12
2016/2017,Primar Unterstufe,Oberhofen-Lengwil PSG,männlich,Ausland,5
2016/2017,Primar Unterstufe,Oberhofen-Lengwil PSG,männlich,Schweiz,25
2016/2017,Primar Unterstufe,Oberhofen-Lengwil PSG,weiblich,Ausland,2
2016/2017,Primar Unterstufe,Oberhofen-Lengwil PSG,weiblich,Schweiz,16
2016/2017,Primar Unterstufe,Ottoberg PSG,männlich,Schweiz,14
2016/2017,Primar Unterstufe,Ottoberg PSG,weiblich,Ausland,1
2016/2017,Primar Unterstufe,Ottoberg PSG,weiblich,Schweiz,11
2016/2017,Primar Unterstufe,Pfyn PSG,männlich,Ausland,5
2016/2017,Primar Unterstufe,Pfyn PSG,männlich,Schweiz,28
2016/2017,Primar Unterstufe,Pfyn PSG,weiblich,Ausland,1
2016/2017,Primar Unterstufe,Pfyn PSG,weiblich,Schweiz,28
2016/2017,Primar Unterstufe,Regio Märwil PSG,männlich,Ausland,3
2016/2017,Primar Unterstufe,Regio Märwil PSG,männlich,Schweiz,32
2016/2017,Primar Unterstufe,Regio Märwil PSG,weiblich,Ausland,2
2016/2017,Primar Unterstufe,Regio Märwil PSG,weiblich,Schweiz,40
2016/2017,Primar Unterstufe,Rickenbach PSG,männlich,Ausland,14
2016/2017,Primar Unterstufe,Rickenbach PSG,männlich,Schweiz,14
2016/2017,Primar Unterstufe,Rickenbach PSG,weiblich,Ausland,14
2016/2017,Primar Unterstufe,Rickenbach PSG,weiblich,Schweiz,25
2016/2017,Primar Unterstufe,Roggwil PSG,männlich,Schweiz,26
2016/2017,Primar Unterstufe,Roggwil PSG,weiblich,Ausland,4
2016/2017,Primar Unterstufe,Roggwil PSG,weiblich,Schweiz,26
2016/2017,Primar Unterstufe,Romanshorn PSG,männlich,Ausland,45
2016/2017,Primar Unterstufe,Romanshorn PSG,männlich,Schweiz,87
2016/2017,Primar Unterstufe,Romanshorn PSG,weiblich,Ausland,49
2016/2017,Primar Unterstufe,Romanshorn PSG,weiblich,Schweiz,84
2016/2017,Primar Unterstufe,Salenstein PG,männlich,Ausland,3
2016/2017,Primar Unterstufe,Salenstein PG,männlich,Schweiz,17
2016/2017,Primar Unterstufe,Salenstein PG,weiblich,Ausland,4
2016/2017,Primar Unterstufe,Salenstein PG,weiblich,Schweiz,9
2016/2017,Primar Unterstufe,Salmsach PG,männlich,Ausland,8
2016/2017,Primar Unterstufe,Salmsach PG,männlich,Schweiz,16
2016/2017,Primar Unterstufe,Salmsach PG,weiblich,Ausland,6
2016/2017,Primar Unterstufe,Salmsach PG,weiblich,Schweiz,17
2016/2017,Primar Unterstufe,Schönenberg-Kradolf PSG,männlich,Ausland,16
2016/2017,Primar Unterstufe,Schönenberg-Kradolf PSG,männlich,Schweiz,31
2016/2017,Primar Unterstufe,Schönenberg-Kradolf PSG,weiblich,Ausland,10
2016/2017,Primar Unterstufe,Schönenberg-Kradolf PSG,weiblich,Schweiz,21
2016/2017,Primar Unterstufe,Sirnach VG,männlich,Ausland,38
2016/2017,Primar Unterstufe,Sirnach VG,männlich,Schweiz,88
2016/2017,Primar Unterstufe,Sirnach VG,weiblich,Ausland,34
2016/2017,Primar Unterstufe,Sirnach VG,weiblich,Schweiz,87
2016/2017,Primar Unterstufe,Stachen PSG,männlich,Schweiz,12
2016/2017,Primar Unterstufe,Stachen PSG,weiblich,Schweiz,9
2016/2017,Primar Unterstufe,Steckborn PSG,männlich,Ausland,20
2016/2017,Primar Unterstufe,Steckborn PSG,männlich,Schweiz,44
2016/2017,Primar Unterstufe,Steckborn PSG,weiblich,Ausland,16
2016/2017,Primar Unterstufe,Steckborn PSG,weiblich,Schweiz,39
2016/2017,Primar Unterstufe,Stettfurt PSG,männlich,Ausland,2
2016/2017,Primar Unterstufe,Stettfurt PSG,männlich,Schweiz,18
2016/2017,Primar Unterstufe,Stettfurt PSG,weiblich,Ausland,1
2016/2017,Primar Unterstufe,Stettfurt PSG,weiblich,Schweiz,15
2016/2017,Primar Unterstufe,Sulgen PSG,männlich,Ausland,19
2016/2017,Primar Unterstufe,Sulgen PSG,männlich,Schweiz,41
2016/2017,Primar Unterstufe,Sulgen PSG,weiblich,Ausland,16
2016/2017,Primar Unterstufe,Sulgen PSG,weiblich,Schweiz,34
2016/2017,Primar Unterstufe,Tägerwilen VSG,männlich,Ausland,40
2016/2017,Primar Unterstufe,Tägerwilen VSG,männlich,Schweiz,54
2016/2017,Primar Unterstufe,Tägerwilen VSG,weiblich,Ausland,32
2016/2017,Primar Unterstufe,Tägerwilen VSG,weiblich,Schweiz,59
2016/2017,Primar Unterstufe,Thundorf PSG,männlich,Ausland,1
2016/2017,Primar Unterstufe,Thundorf PSG,männlich,Schweiz,25
2016/2017,Primar Unterstufe,Thundorf PSG,weiblich,Ausland,2
2016/2017,Primar Unterstufe,Thundorf PSG,weiblich,Schweiz,25
2016/2017,Primar Unterstufe,Tobel-Tägerschen PG,männlich,Ausland,3
2016/2017,Primar Unterstufe,Tobel-Tägerschen PG,männlich,Schweiz,20
2016/2017,Primar Unterstufe,Tobel-Tägerschen PG,weiblich,Ausland,7
2016/2017,Primar Unterstufe,Tobel-Tägerschen PG,weiblich,Schweiz,28
2016/2017,Primar Unterstufe,Uesslingen-Buch PSG,männlich,Ausland,1
2016/2017,Primar Unterstufe,Uesslingen-Buch PSG,männlich,Schweiz,12
2016/2017,Primar Unterstufe,Uesslingen-Buch PSG,weiblich,Schweiz,14
2016/2017,Primar Unterstufe,Uttwil PSG,männlich,Ausland,7
2016/2017,Primar Unterstufe,Uttwil PSG,männlich,Schweiz,20
2016/2017,Primar Unterstufe,Uttwil PSG,weiblich,Ausland,4
2016/2017,Primar Unterstufe,Uttwil PSG,weiblich,Schweiz,27
2016/2017,Primar Unterstufe,Wagenhausen-Kaltenbach PSG,männlich,Ausland,10
2016/2017,Primar Unterstufe,Wagenhausen-Kaltenbach PSG,männlich,Schweiz,18
2016/2017,Primar Unterstufe,Wagenhausen-Kaltenbach PSG,weiblich,Ausland,5
2016/2017,Primar Unterstufe,Wagenhausen-Kaltenbach PSG,weiblich,Schweiz,23
2016/2017,Primar Unterstufe,Wängi VSG,männlich,Ausland,11
2016/2017,Primar Unterstufe,Wängi VSG,männlich,Schweiz,80
2016/2017,Primar Unterstufe,Wängi VSG,weiblich,Ausland,15
2016/2017,Primar Unterstufe,Wängi VSG,weiblich,Schweiz,53
2016/2017,Primar Unterstufe,Warth-Weiningen PSG,männlich,Schweiz,17
2016/2017,Primar Unterstufe,Warth-Weiningen PSG,weiblich,Schweiz,26
2016/2017,Primar Unterstufe,Weinfelden PSG,männlich,Ausland,57
2016/2017,Primar Unterstufe,Weinfelden PSG,männlich,Schweiz,127
2016/2017,Primar Unterstufe,Weinfelden PSG,weiblich,Ausland,40
2016/2017,Primar Unterstufe,Weinfelden PSG,weiblich,Schweiz,101
2016/2017,Primar Unterstufe,Wigoltingen VSG,männlich,Ausland,5
2016/2017,Primar Unterstufe,Wigoltingen VSG,männlich,Schweiz,50
2016/2017,Primar Unterstufe,Wigoltingen VSG,weiblich,Ausland,10
2016/2017,Primar Unterstufe,Wigoltingen VSG,weiblich,Schweiz,43
2016/2017,Primar Unterstufe,Wilen bei Wil PSG,männlich,Ausland,8
2016/2017,Primar Unterstufe,Wilen bei Wil PSG,männlich,Schweiz,48
2016/2017,Primar Unterstufe,Wilen bei Wil PSG,weiblich,Ausland,4
2016/2017,Primar Unterstufe,Wilen bei Wil PSG,weiblich,Schweiz,43
2016/2017,Sekundarstufe I,Aadorf VSG,männlich,Ausland,15
2016/2017,Sekundarstufe I,Aadorf VSG,männlich,Schweiz,109
2016/2017,Sekundarstufe I,Aadorf VSG,weiblich,Ausland,21
2016/2017,Sekundarstufe I,Aadorf VSG,weiblich,Schweiz,104
2016/2017,Sekundarstufe I,Affeltrangen SSG,männlich,Ausland,8
2016/2017,Sekundarstufe I,Affeltrangen SSG,männlich,Schweiz,94
2016/2017,Sekundarstufe I,Affeltrangen SSG,weiblich,Ausland,13
2016/2017,Sekundarstufe I,Affeltrangen SSG,weiblich,Schweiz,116
2016/2017,Sekundarstufe I,Altnau SSG,männlich,Ausland,25
2016/2017,Sekundarstufe I,Altnau SSG,männlich,Schweiz,91
2016/2017,Sekundarstufe I,Altnau SSG,weiblich,Ausland,28
2016/2017,Sekundarstufe I,Altnau SSG,weiblich,Schweiz,85
2016/2017,Sekundarstufe I,Amriswil VSG,männlich,Ausland,89
2016/2017,Sekundarstufe I,Amriswil VSG,männlich,Schweiz,135
2016/2017,Sekundarstufe I,Amriswil VSG,weiblich,Ausland,66
2016/2017,Sekundarstufe I,Amriswil VSG,weiblich,Schweiz,171
2016/2017,Sekundarstufe I,Arbon SSG,männlich,Ausland,86
2016/2017,Sekundarstufe I,Arbon SSG,männlich,Schweiz,199
2016/2017,Sekundarstufe I,Arbon SSG,weiblich,Ausland,68
2016/2017,Sekundarstufe I,Arbon SSG,weiblich,Schweiz,193
2016/2017,Sekundarstufe I,Ausland,männlich,Ausland,1
2016/2017,Sekundarstufe I,Ausland,weiblich,Ausland,1
2016/2017,Sekundarstufe I,Berg-Birwinken VSG,männlich,Ausland,9
2016/2017,Sekundarstufe I,Berg-Birwinken VSG,männlich,Schweiz,68
2016/2017,Sekundarstufe I,Berg-Birwinken VSG,weiblich,Ausland,9
2016/2017,Sekundarstufe I,Berg-Birwinken VSG,weiblich,Schweiz,74
2016/2017,Sekundarstufe I,Bichelsee-Balterswil VSG,männlich,Ausland,4
2016/2017,Sekundarstufe I,Bichelsee-Balterswil VSG,männlich,Schweiz,41
2016/2017,Sekundarstufe I,Bichelsee-Balterswil VSG,weiblich,Ausland,7
2016/2017,Sekundarstufe I,Bichelsee-Balterswil VSG,weiblich,Schweiz,36
2016/2017,Sekundarstufe I,Bischofszell VSG,männlich,Ausland,32
2016/2017,Sekundarstufe I,Bischofszell VSG,männlich,Schweiz,130
2016/2017,Sekundarstufe I,Bischofszell VSG,weiblich,Ausland,39
2016/2017,Sekundarstufe I,Bischofszell VSG,weiblich,Schweiz,124
2016/2017,Sekundarstufe I,Bürglen VSG,männlich,Ausland,34
2016/2017,Sekundarstufe I,Bürglen VSG,männlich,Schweiz,76
2016/2017,Sekundarstufe I,Bürglen VSG,weiblich,Ausland,24
2016/2017,Sekundarstufe I,Bürglen VSG,weiblich,Schweiz,28
2016/2017,Sekundarstufe I,Diessenhofen VSG,männlich,Ausland,37
2016/2017,Sekundarstufe I,Diessenhofen VSG,männlich,Schweiz,63
2016/2017,Sekundarstufe I,Diessenhofen VSG,weiblich,Ausland,18
2016/2017,Sekundarstufe I,Diessenhofen VSG,weiblich,Schweiz,82
2016/2017,Sekundarstufe I,Dozwil-Kesswil-Uttwil SSG,männlich,Ausland,13
2016/2017,Sekundarstufe I,Dozwil-Kesswil-Uttwil SSG,männlich,Schweiz,42
2016/2017,Sekundarstufe I,Dozwil-Kesswil-Uttwil SSG,weiblich,Ausland,7
2016/2017,Sekundarstufe I,Dozwil-Kesswil-Uttwil SSG,weiblich,Schweiz,44
2016/2017,Sekundarstufe I,Egnach VSG,männlich,Ausland,6
2016/2017,Sekundarstufe I,Egnach VSG,männlich,Schweiz,57
2016/2017,Sekundarstufe I,Egnach VSG,weiblich,Ausland,10
2016/2017,Sekundarstufe I,Egnach VSG,weiblich,Schweiz,54
2016/2017,Sekundarstufe I,Erlen VSG,männlich,Ausland,26
2016/2017,Sekundarstufe I,Erlen VSG,männlich,Schweiz,76
2016/2017,Sekundarstufe I,Erlen VSG,weiblich,Ausland,17
2016/2017,Sekundarstufe I,Erlen VSG,weiblich,Schweiz,53
2016/2017,Sekundarstufe I,Ermatingen SSG,männlich,Ausland,11
2016/2017,Sekundarstufe I,Ermatingen SSG,männlich,Schweiz,26
2016/2017,Sekundarstufe I,Ermatingen SSG,weiblich,Ausland,11
2016/2017,Sekundarstufe I,Ermatingen SSG,weiblich,Schweiz,42
2016/2017,Sekundarstufe I,Eschenz SSG,männlich,Ausland,8
2016/2017,Sekundarstufe I,Eschenz SSG,männlich,Schweiz,37
2016/2017,Sekundarstufe I,Eschenz SSG,weiblich,Ausland,5
2016/2017,Sekundarstufe I,Eschenz SSG,weiblich,Schweiz,40
2016/2017,Sekundarstufe I,Eschlikon VSG,männlich,Ausland,11
2016/2017,Sekundarstufe I,Eschlikon VSG,männlich,Schweiz,80
2016/2017,Sekundarstufe I,Eschlikon VSG,weiblich,Ausland,10
2016/2017,Sekundarstufe I,Eschlikon VSG,weiblich,Schweiz,48
2016/2017,Sekundarstufe I,Fischingen VSG,männlich,Ausland,1
2016/2017,Sekundarstufe I,Fischingen VSG,männlich,Schweiz,40
2016/2017,Sekundarstufe I,Fischingen VSG,weiblich,Ausland,5
2016/2017,Sekundarstufe I,Fischingen VSG,weiblich,Schweiz,48
2016/2017,Sekundarstufe I,Frauenfeld SSG,männlich,Ausland,106
2016/2017,Sekundarstufe I,Frauenfeld SSG,männlich,Schweiz,323
2016/2017,Sekundarstufe I,Frauenfeld SSG,weiblich,Ausland,101
2016/2017,Sekundarstufe I,Frauenfeld SSG,weiblich,Schweiz,335
2016/2017,Sekundarstufe I,Halingen SSG,männlich,Ausland,6
2016/2017,Sekundarstufe I,Halingen SSG,männlich,Schweiz,69
2016/2017,Sekundarstufe I,Halingen SSG,weiblich,Ausland,13
2016/2017,Sekundarstufe I,Halingen SSG,weiblich,Schweiz,53
2016/2017,Sekundarstufe I,Horn VSG,männlich,Ausland,7
2016/2017,Sekundarstufe I,Horn VSG,männlich,Schweiz,18
2016/2017,Sekundarstufe I,Horn VSG,weiblich,Ausland,2
2016/2017,Sekundarstufe I,Horn VSG,weiblich,Schweiz,25
2016/2017,Sekundarstufe I,Hüttwilen SSG,männlich,Ausland,3
2016/2017,Sekundarstufe I,Hüttwilen SSG,männlich,Schweiz,65
2016/2017,Sekundarstufe I,Hüttwilen SSG,weiblich,Ausland,7
2016/2017,Sekundarstufe I,Hüttwilen SSG,weiblich,Schweiz,78
2016/2017,Sekundarstufe I,Kemmental VSG,männlich,Ausland,6
2016/2017,Sekundarstufe I,Kemmental VSG,männlich,Schweiz,45
2016/2017,Sekundarstufe I,Kemmental VSG,weiblich,Ausland,6
2016/2017,Sekundarstufe I,Kemmental VSG,weiblich,Schweiz,36
2016/2017,Sekundarstufe I,Kreuzlingen SSG,männlich,Ausland,136
2016/2017,Sekundarstufe I,Kreuzlingen SSG,männlich,Schweiz,134
2016/2017,Sekundarstufe I,Kreuzlingen SSG,weiblich,Ausland,124
2016/2017,Sekundarstufe I,Kreuzlingen SSG,weiblich,Schweiz,140
2016/2017,Sekundarstufe I,Kt. Luzern,männlich,Schweiz,1
2016/2017,Sekundarstufe I,Kt. St. Gallen,männlich,Schweiz,4
2016/2017,Sekundarstufe I,Kt. St. Gallen,weiblich,Schweiz,4
2016/2017,Sekundarstufe I,Kt. Zürich,männlich,Schweiz,1
2016/2017,Sekundarstufe I,Kt. Zürich,weiblich,Schweiz,1
2016/2017,Sekundarstufe I,Müllheim SSG,männlich,Ausland,9
2016/2017,Sekundarstufe I,Müllheim SSG,männlich,Schweiz,68
2016/2017,Sekundarstufe I,Müllheim SSG,weiblich,Ausland,8
2016/2017,Sekundarstufe I,Müllheim SSG,weiblich,Schweiz,80
2016/2017,Sekundarstufe I,Münchwilen VSG,männlich,Ausland,31
2016/2017,Sekundarstufe I,Münchwilen VSG,männlich,Schweiz,80
2016/2017,Sekundarstufe I,Münchwilen VSG,weiblich,Ausland,11
2016/2017,Sekundarstufe I,Münchwilen VSG,weiblich,Schweiz,63
2016/2017,Sekundarstufe I,Nollen VSG,männlich,Ausland,6
2016/2017,Sekundarstufe I,Nollen VSG,männlich,Schweiz,54
2016/2017,Sekundarstufe I,Nollen VSG,weiblich,Ausland,3
2016/2017,Sekundarstufe I,Nollen VSG,weiblich,Schweiz,43
